PERIODE DU 01/09/19 AU 07/09/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sku,UPC,Catalogue Nï,Title,Label,Cost Price,V.S.P.,301.Quantit,301.Sales Quantity,301.Sales Value,302.Quantit,302.Sales Quantity,302.Sales Value,303.Quantit,303.Sales Quantity,303.Sales Value,304.Quantit,304.Sales Quantity,304.Sales Value,305.Quantit,305.Sales Quantity,305.Sales Value,306.Quantit,306.Sales Quantity,306.Sales Value,307.Quantit,307.Sales Quantity,307.Sales Value,322.Quantit,322.Sales Quantity,322.Sales Value,390.Quantit,390.Sales Quantity,390.Sales Value,398.Quantit,398.Sales Quantity,398.Sales Value,399.Quantit,399.Sales Quantity,399.Sales Value
758241,6953156288935,CAHUB-T01      ,BASEUS MATE DOCKING TYPE-C HUB DOCKING STATION BLACK                                                          ,BASEUS                        ,120,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758244,6953156290488,CABA01-01      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE BLACK                                                                  ,BASEUS                        ,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758245,6953156290495,CABA01-09      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE RED                                                                    ,BASEUS                        ,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762676,6953156291492,CATXF-0G       ,BASEUS 7-IN-1 SQUARE DESK TYPE-C MULTI-FUNCTIONAL HUB TYPE-C                                                  ,BASEUS                        ,135,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762677,6953156291638,SULR-0G        ,BASEUS UNLIMITED ADJUSTMENT LAZY PHONE HOLDER GREY                                                            ,BASEUS                        ,50,99,9,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762678,6953156286979,CATYW-B03      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLUE                                                               ,BASEUS                        ,45,89,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,1,89,0,0,0,0,0,0,0,0,0,0,0,0
762679,6953156286962,CATYW-B01      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLACK                                                              ,BASEUS                        ,45,89,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762680,6953156286986,CATYW-B09      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M RED                                                                ,BASEUS                        ,45,89,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762681,6953156284739,CATSR-01       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M BLACK                                                               ,BASEUS                        ,35,69,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762682,6953156284746,CATSR-09       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M RED                                                                 ,BASEUS                        ,35,69,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762683,7447902861064,BCC-36W        ,BRAVE 2-PORT TYPE-C & QUICK CHARGE CAR CHARGER                                                                ,BASEUS                        ,50,99,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766138,6953156295483,WX3IN1-01      ,BASEUS SMART 3-IN-1 WIRELESS CHARGER 18W BLACK                                                                ,BASEUS                        ,100,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766139,6953156295490,WX3IN1-02      ,BASEUS SMART 3-IN-1 WIRELESS CHARGER 18W WHITE                                                                ,BASEUS                        ,100,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766140,6953156293618,CA1T4-I0G      ,BASEUS STAR RING SERIES 4-IN-1 CABLE 1.2M DEEP GREY                                                           ,BASEUS                        ,69.5,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766141,6953156295117,WIAPIPH58-QA01 ,BASEUS TRANSPARENT KEY PHONE CASE BLACK FOR IPHONE XS                                                         ,BASEUS                        ,34.5,69,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766142,6953156295124,WIAPIPH58-QA02 ,BASEUS TRANSPARENT KEY PHONE CASE TRANSPARENT FOR IPHONE XS                                                   ,BASEUS                        ,34.5,69,5,1,69,4,1,69,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
