SKU,Product Name,Description,VMS Cost,V.S.P.,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,TOTAL JAN,TOTAL FEB,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK,1/5/2019,1/12/2019,1/19/2019,1/26/2019,2/2/2019,2/9/2019,2/16/2019,2/23/2019,TOTAL,AVG. WEEK
,,,,,ALL STORES,,,,,,,,,,,,DCC (Deira City Centre - Dubai)-401,,,,,,,,,,AUH (Abu Dhabi Mall - Abu Dhabi)-402,,,,,,,,,,MER (Mercato Mall - Dubai)-404,,,,,,,,,,MOE  (Mall Of Emirates - Dubai)-405,,,,,,,,,,MCC (Mirdif City Center - Dubai)-412,,,,,,,,,,TDM (The Dubai Mall - Dubai )-416,,,,,,,,,,AWM (Al Wahda Mall - Abu Dhabi)-417,,,,,,,,,,DMM (Dubai Marina Mall - Dubai)-423,,,,,,,,,,YAS (YAS Mall - Abu Dhabi)-424,,,,,,,,,,ARD (Arabian Ranches - Dubai)-425,,,,,,,,,,JIMI (Al Jimi Mall - Al Ain)-426,,,,,,,,,,SAHA (Sahara Centre - Sharjah)-429,,,,,,,,,
734925,SUGX-A09       ,BASEUS MAGNETIC AIR VENT CAR MOUNT HOLDER WITH CABLE CLIP RED                                                 ,29.5,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734926,SUGX-A0S       ,BASEUS MAGNETIC AIR VENT CAR MOUNT HOLDER WITH CABLE CLIP SILVER                                              ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734927,SUER-B01       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET BLACK                                                             ,24.5,49,2,2,2,3,3,3,,,15,12,3,2.5,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,,1,0.166666667,0,2,0,0,1,0,,,3,0.5,2,0,0,0,0,0,,,2,0.333333333,0,0,1,1,0,0,,,2,0.333333333,0,0,0,0,0,2,,,2,0.333333333,0,0,0,0,2,0,,,2,0.333333333,0,0,0,0,0,1,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,1,0.166666667
734928,SUER-B0S       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE SILVER                                                       ,24,49,1,0,0,0,0,0,,,1,1,0,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734929,SUER-B09       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE RED                                                          ,24.5,49,0,1,3,0,0,0,,,4,4,0,0.666666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,2,0,0,0,,,2,0.333333333,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734930,SUER-B0V       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE GOLD                                                         ,24.5,49,2,1,0,0,2,2,,,7,5,2,1.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,,1,0.166666667,1,0,0,0,1,0,,,1,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,,,1,0.166666667,1,1,0,0,0,1,,,3,0.5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734931,WIAPIPH58-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XS                                                                 ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734933,WIAPIPH58-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XS                                                                  ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734934,WIAPIPH58-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XS                                                                 ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734935,CALLG-01       ,BASEUS GLOWING DATA CABLE USB FOR LIGHTNING BLACK                                                             ,29.5,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734936,CALLG-09       ,BASEUS GLOWING DATA CABLE USB FOR LIGHTNING RED                                                               ,29.5,59,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734937,SUGENT-ZN03    ,BASEUS SMART CAR MOUNT PHONE HOLDER BLUE                                                                      ,69.5,149,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734938,SUGENT-ZN0S    ,BASEUS SMART CAR MOUNT PHONE HOLDER SILVER                                                                    ,69.5,149,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734939,CCALL-XK01     ,BASEUS DESKTOP WIRELESS/WIRED CHARGER BLACK                                                                   ,109.5,229,1,0,0,0,0,0,,,1,1,0,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734940,WXXP-02        ,BASEUS WIRELESS CHARGER SUCTION CUP WHITE                                                                     ,44.5,99,1,0,0,0,0,0,,,1,1,0,0.166666667,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734941,WXXP-01        ,BASEUS WIRELESS CHARGER SUCTION CUP BLACK                                                                     ,44.5,89,1,1,0,0,0,0,,,2,2,0,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,1,0,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734942,TZARGS-09      ,BASEUS CASE FOR AIRPODS RED                                                                                   ,24.5,49,0,1,5,1,2,0,,,9,9,0,1.5,0,1,1,0,0,0,,,2,0.333333333,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,1,0.166666667,0,0,1,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,2,1,1,0,,,4,0.666666667,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734943,TZARGS-01      ,BASEUS CASE FOR AIRPODS BLACK                                                                                 ,24.5,49,5,4,3,1,1,7,,,21,14,7,3.5,2,1,1,0,0,2,,,6,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,0,3,,,5,0.833333333,0,0,0,0,0,0,,,0,0,0,1,2,1,1,2,,,7,1.166666667,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,1,1,0,0,0,0,,,2,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734944,TZARGS-G2      ,BASEUS CASE FOR AIRPODS GRAY                                                                                  ,24.5,49,4,0,2,2,3,1,,,12,11,1,2,1,0,2,0,0,0,,,3,0.5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,2,0,0,1,0,1,,,4,0.666666667,1,0,0,0,0,0,,,0,0.166666667,0,0,0,1,3,0,,,4,0.666666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734945,CCALL-YX01     ,BASEUS Y TYPE DUAL USB+ CAR CHARGER BLACK                                                                     ,39.5,79,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734947,CCALL-YX02     ,BASEUS Y TYPE DUAL USB+ CAR CHARGER WHITE                                                                     ,39.5,79,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734948,ACSR-MS01      ,BASEUS MAGIC MONSTER GAMEPAD STYLE POWER BANK 2000MAH                                                         ,49.5,109,0,3,0,0,4,2,,,9,7,2,1.5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,,1,0.166666667,0,2,0,0,1,0,,,3,0.5,0,1,0,0,2,0,,,3,0.5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,1,,,2,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734966,WIAPIPH61-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XR                                                                 ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734968,WIAPIPH61-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XR                                                                  ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734970,WIAPIPH61-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XR                                                                 ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734971,WIAPIPH65-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XS MAX                                                             ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734973,WIAPIPH65-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XS MAX                                                              ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734975,WIAPIPH65-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XS MAX                                                             ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734976,CALEYE-01      ,BASEUS BIG EYE DIGITAL DISPLAY LIGHTNING CABLE BLACK                                                          ,39.5,79,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
734981,CALEYE-02      ,BASEUS BIG EYE DIGITAL DISPLAY LIGHTNING CABLE WHITE                                                          ,39.5,79,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
735669,SUER-B0R       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE GOLD                                                         ,24.5,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
735670,SGAPIPHX-RA01  ,BASEUS DROP-PROOF CURVED FULL SCREEN TEMPERED GLASS BLACK FOR IPHONE X                                        ,44.5,99,0,1,1,1,1,2,,,6,4,2,1,0,0,0,0,0,0,,,0,0,0,0,1,0,1,1,,,3,0.5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0
738068,WXHSG-02       ,BASEUS SILCIONE HORIZONTAL DESKTOP WIRELESS CHARGER WHITE                                                     ,59.5,129,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
738069,WXHSG-01       ,BASEUS SILCIONE HORIZONTAL DESKTOP WIRELESS CHARGER BLACK                                                     ,59.5,129,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
738071,SUXUN-BY0G     ,BASEUS FRAGRANCE/CAR MOUNT GREY                                                                               ,24.5,49,0,0,1,1,0,0,,,2,2,0,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,0,0,,,2,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
738072,SUXUN-BY09     ,BASEUS FRAGRANCE/CAR MOUNT RED                                                                                ,24.5,49,1,1,0,0,0,0,,,2,2,0,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0
738073,SUXUN-BY01     ,BASEUS FRAGRANCE/CAR MOUNT BLACK                                                                              ,24.5,49,0,1,0,0,0,0,,,1,1,0,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0
738074,CATSX-F0G      ,BASEUS 10-IN-1 HUB ADAPTER                                                                                    ,344.5,719,0,1,0,0,0,0,,,1,1,0,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
738075,CATCY-B0G      ,BASEUS TYPE C TO HDMI JOINT ADAPTER CABLE 1.8M DARK GREY                                                      ,129.5,269,1,0,0,0,0,0,,,1,1,0,0.166666667,1,0,0,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
738076,CATSX-D0G      ,BASEUS HDMI + USB 3.0 HUB ADAPTER                                                                             ,124.5,259,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
738077,CATSY-0G       ,BASEUS TYPE-C MALE TO HDMI MALE 4K HD ADAPTER CABLE 1.8M                                                      ,89.5,189,0,1,1,0,1,1,,,4,3,1,0.666666667,0,1,0,0,0,1,,,2,0.333333333,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,,,1,0.166666667,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0
