Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019 total sale of Goods,02-2019 total sale of Goods,03-2019 total sale of Goods,04-2019 total sale of Goods,05-2019 total sale of Goods,06-2019 total sale of Goods,07-2019 total sale of Goods,08-2019 total sale of Goods,09-2019 total sale of Goods,Existence on Shop,3 months avrage sale,Stock Status,profit,Profit status,Final Status,Non Moving Action,Reordering
748118,7447902860692,BBP-902        ,BRAVE NYLON BACKPACK BLACK CIRCUIT PATTERN WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                        ,BRAVE                         ,197.68,292,469,0,1,5,0,2,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748119,7447902860524,BBP-903        ,BRAVE NYLON BACKPACK ARMY GREY WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                    ,BRAVE                         ,197.68,292,469,-1,0,0,1,2,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
748120,7447902860456,BBP-904        ,BRAVE NYLON BACKPACK DARK CAMOUFLAGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                              ,BRAVE                         ,197.68,292,469,0,1,2,1,3,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748121,7447902860388,BBP-905        ,BRAVE NYLON BACKPACK BEIGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                        ,BRAVE                         ,197.68,292,469,0,0,1,0,1,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748127,4716076167467,PH18502-BK     ,BONE COLLECTION RUN TIE BLACK LARGE FOR SMARTPHONES 4-6.5 INCH                                                ,BONE COLLECTION               ,28.95,44.5,89,13,11,2,6,0,1,2,4,3,1,Min 3 months,2.67,Slow moving,41.5185,Profitable,Slow moving - Profitable,-,-
748128,4716076167443,PH18501-BK     ,BONE COLLECTION RUN TIE BLACK SMALL                                                                           ,BONE COLLECTION               ,28.95,69.5,149,2,7,6,1,0,1,1,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
748129,4716076167313,DR18041-32BK   ,BONE COLLECTION MARU PENGUIN 32GB USB 3.0                                                                     ,BONE COLLECTION               ,38.22,51.35,79,46,3,2,2,1,0,4,2,9,1,Min 3 months,4,Slow moving,52.52,Profitable,Slow moving - Profitable,-,-
748131,4716076167337,DR18043-32BR   ,BONE COLLECTION MR. DEER 32GB USB 3.0                                                                         ,BONE COLLECTION               ,38.22,51.35,79,51,1,1,0,0,0,5,2,4,0,Min 3 months,2,Slow moving,26.26,Less profitable,Slow moving - Less profitable,-,-
748133,4716076161304,AP14021-BK     ,BONE COLLECTION LINKEY LIGHTNING BLACK                                                                        ,BONE COLLECTION               ,25.09,59.5,129,2,1,7,0,2,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
751056,6953156288492,ACPBCJ-01      ,BASEUS SHOOTING GAME TOOL FOR PAD BLACK                                                                       ,BASEUS                        ,9.51,34.5,69,11,0,12,24,9,20,21,6,7,1,0 month,4.67,Slow moving,116.7033,Profitable,Slow moving - Profitable,-,-
751059,6953156288508,ACPBCJ-02      ,BASEUS SHOOTING GAME TOOL FOR PAD TRANSPARENT                                                                 ,BASEUS                        ,9.51,34.5,69,7,0,10,25,22,19,13,11,12,2,0 month,8.33,Fast moving,208.1667,Profitable,Fast moving - Profitable,-,-
751060,6953156287884,SGAPWA4-A01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 40MM                             ,BASEUS                        ,13.19,29.5,59,6,0,21,40,30,16,6,2,3,0,0 month,1.67,Slow moving,27.2377,Less profitable,Slow moving - Less profitable,-,-
751063,6953156287891,SGAPWA4-B01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 44MM                             ,BASEUS                        ,13.95,29.5,59,4,0,37,52,11,6,0,0,0,1,Min 3 months,0.33,Non moving,5.1315,Less profitable,Non moving - Less profitable,Buying Price,-
758117,7447902861996,BAC-105        ,BRAVE LIGHTNING TO 3.5MM AUDIO CABLE WHITE                                                                    ,BRAVE                         ,23,44.5,93,21,0,0,0,2,14,25,15,10,4,Min 3 months,9.67,Fast moving,207.905,Profitable,Fast moving - Profitable,-,-
758119,744790286205,BTC-320BK      ,BRAVE 2-PORT USB WALL CHARGER BLACK                                                                           ,BRAVE                         ,22,44.5,93,11,0,0,0,0,12,20,20,10,3,0 month,11,Fast moving,247.5,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758121,6953156288126,SUWNT-01       ,BASEUS FOLDING UNIVERSAL STICKER BLACK                                                                        ,BASEUS                        ,7.61,29.5,62,7,0,0,0,0,2,1,1,4,1,Min 3 months,2,Slow moving,43.78,Profitable,Slow moving - Profitable,-,-
758124,6953156288133,SUWNT-02       ,BASEUS FOLDING UNIVERSAL STICKER TRANSPARENT                                                                  ,BASEUS                        ,7.61,29.5,62,9,0,0,0,1,12,14,6,0,0,Min 3 months,2,Slow moving,43.78,Profitable,Slow moving - Profitable,-,-
758125,6953156271791,WXYL-A01       ,BASEUS OSCULUM WIRELESS GRAVITY CAR CHARGER                                                                   ,BASEUS                        ,37.13,74.5,156,14,0,0,0,8,16,9,12,0,1,Min 3 months,4.33,Slow moving,161.8121,Profitable,Slow moving - Profitable,-,-
758126,6953156278585,CATL45-01      ,BASEUS AUDIO CONVERTER CATL45                                                                                 ,BASEUS                        ,9.66,29.5,62,9,0,0,0,2,13,8,8,6,1,0 month,5,Slow moving,99.2,Profitable,Slow moving - Profitable,-,-
758127,6953156282278,CATL41-01      ,BASEUS TYPE-C TO 3.5MM AUDIO CHARGING ADAPTER BLACK                                                           ,BASEUS                        ,9.9,29.5,62,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758128,6953156285101,WXZN-B01       ,BASEUS SMART VEHICLE BRACKET WIRELESS CHARGER WITH INFRARED SENSOR BLACK                                      ,BASEUS                        ,52.61,99.5,209,17,0,0,0,1,10,11,12,6,4,Min 3 months,7.33,Fast moving,343.7037,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758226,6953156290853,ACJHQ-01       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER DEEP SPACE BLACK                                                   ,BASEUS                        ,26,50,104,9,0,0,0,0,1,2,2,1,2,Min 3 months,1.67,Slow moving,40.08,Profitable,Slow moving - Profitable,-,-
758227,6953156290860,ACJHQ-0S       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER SILVER                                                             ,BASEUS                        ,26,50,104,9,0,0,0,0,0,3,1,0,0,Min 3 months,0.33,Non moving,7.92,Less profitable,Non moving - Less profitable,Buying Price,-
758228,6953156261358,SUHZ-01        ,BASEUS BACK SEAT CAR MOUNT BLACK                                                                              ,BASEUS                        ,14,35,73,6,0,0,0,0,2,14,16,1,0,Min 3 months,5.67,Slow moving,119.07,Profitable,Slow moving - Profitable,-,-
758229,6953156261365,SUHZ-2S        ,BASEUS BACK SEAT CAR MOUNT SILVER                                                                             ,BASEUS                        ,14,35,73,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758230,6971680477397,RPH0890        ,ROCK SHOOTING GAME CONTROLLER WITH HANDLE BLACK                                                               ,ROCK                          ,18,35,73,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758231,7447902862290,BHL-715        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,BRAVEN                        ,12,30,62,19,0,0,0,0,33,50,34,29,7,0 month,23.33,Fast moving,419.94,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758233,6953156289734,SGAPIPH58-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                               ,BASEUS                        ,9.66,40,83,6,0,0,0,0,10,23,26,12,0,0 month,12.67,Fast moving,384.4078,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758234,6953156289796,SGAPIPH65-WA01 ,BASEUS FULL-SCREEN CURVED TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                             ,BASEUS                        ,10.26,40,83,6,0,0,0,0,2,14,7,0,0,0 month,2.33,Slow moving,69.2942,Profitable,Slow moving - Profitable,-,-
758235,6953156289758,SGAPIPH58-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                       ,BASEUS                        ,15.69,45,93,20,0,0,0,0,12,15,21,5,2,Min 3 months,9.33,Fast moving,273.4623,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758236,6953156289819,SGAPIPH65-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                     ,BASEUS                        ,16,45,93,20,0,0,0,0,11,15,19,0,1,Min 3 months,6.67,Fast moving,193.43,Profitable,Fast moving - Profitable,-,-
758241,6953156288935,CAHUB-T01      ,BASEUS MATE DOCKING TYPE-C HUB DOCKING STATION BLACK                                                          ,BASEUS                        ,55.18,114.5,241,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758244,6953156290488,CABA01-01      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE BLACK                                                                  ,BASEUS                        ,18.32,44.5,94,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758245,6953156290495,CABA01-09      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE RED                                                                    ,BASEUS                        ,18.32,44.5,94,0,0,0,0,12,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
762676,6953156291492,CATXF-0G       ,BASEUS 7-IN-1 SQUARE DESK TYPE-C MULTI-FUNCTIONAL HUB TYPE-C                                                  ,BASEUS                        ,107.84,125,259,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
762677,6953156291638,SULR-0G        ,BASEUS UNLIMITED ADJUSTMENT LAZY PHONE HOLDER GREY                                                            ,BASEUS                        ,21.07,45,89,10,0,0,0,0,0,9,19,15,1,0 month,11.67,Fast moving,279.2631,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
762678,6953156286979,CATYW-B03      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLUE                                                               ,BASEUS                        ,14.404375,40,79,5,0,0,0,0,0,3,1,1,0,Min 3 months,0.67,Non moving,17.14906875,Less profitable,Non moving - Less profitable,Buying Price,-
762679,6953156286962,CATYW-B01      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLACK                                                              ,BASEUS                        ,14.39,40,79,17,0,0,0,0,5,10,8,5,1,Min 3 months,4.67,Slow moving,119.5987,Profitable,Slow moving - Profitable,-,-
762680,6953156286986,CATYW-B09      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M RED                                                                ,BASEUS                        ,14.39,40,79,4,0,0,0,0,0,4,3,0,1,Min 3 months,1.33,Slow moving,34.0613,Profitable,Slow moving - Profitable,-,-
762681,6953156284739,CATSR-01       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M BLACK                                                               ,BASEUS                        ,8.43,30,59,9,0,0,0,0,5,5,4,6,1,Min 3 months,3.67,Slow moving,79.1619,Profitable,Slow moving - Profitable,-,-
762682,6953156284746,CATSR-09       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M RED                                                                 ,BASEUS                        ,8.43,30,59,8,0,0,0,0,2,6,10,0,1,Min 3 months,3.67,Slow moving,79.1619,Profitable,Slow moving - Profitable,-,-
762683,7447902861064,BCC-36W        ,BRAVE 2-PORT TYPE-C & QUICK CHARGE CAR CHARGER                                                                ,BASEUS                        ,13.44,45,89,11,0,0,0,0,11,17,20,8,0,Min 3 months,9.33,Fast moving,294.4548,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
766138,6953156295483,WX3IN1-01      ,BASEUS SMART 3-IN-1 WIRELESS CHARGER 18W BLACK                                                                ,BASEUS                        ,51.18,95,199,12,0,0,0,0,0,0,9,11,5,Min 3 months,8.33,Fast moving,365.0206,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
766139,6953156295490,WX3IN1-02      ,BASEUS SMART 3-IN-1 WIRELESS CHARGER 18W WHITE                                                                ,BASEUS                        ,55.17,95,199,41,0,0,0,0,0,0,8,14,7,Min 3 months,9.67,Fast moving,385.1561,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
766140,6953156293618,CA1T4-I0G      ,BASEUS STAR RING SERIES 4-IN-1 CABLE 1.2M DEEP GREY                                                           ,BASEUS                        ,28.96253968,65,139,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
766141,6953156295117,WIAPIPH58-QA01 ,BASEUS TRANSPARENT KEY PHONE CASE BLACK FOR IPHONE XS                                                         ,BASEUS                        ,6.6,30,59,29,0,0,0,0,0,0,8,8,4,Min 3 months,6.67,Fast moving,156.078,Profitable,Fast moving - Profitable,-,-
766142,6953156295124,WIAPIPH58-QA02 ,BASEUS TRANSPARENT KEY PHONE CASE TRANSPARENT FOR IPHONE XS                                                   ,BASEUS                        ,6.6,30,59,42,0,0,0,0,0,0,7,3,1,Min 3 months,3.67,Slow moving,85.878,Profitable,Slow moving - Profitable,-,-
